code,title,size,style,country,type,availability,price_gbp
HED83379,Scarecrow 2011,75cl,Red,United States,USA,3.0,936.5
HED2976,Macallan 12 Year Old Sherry Oak,70cl,Spirits,Scotland,Whisky,25.0,85.0
HED78650,Montelena Chardonnay 2016,75cl,White,United States,USA,5.0,86.4000015258789
HED54869,Lindores Abbey Aqua Vitae,70cl,Spirits,Scotland,"Liqueurs, Bitters & Other",5.0,39.900001525878906
HED78801,G4 Reposado,75cl,Spirits,Mexico,Tequila,8.0,47.0
HED78874,Cardrona The Source Gin,70cl,Spirits,New Zealand,Gin,11.0,56.0
HED56959,Viader 1999,75cl,Red,United States,USA,30.0,45.0
HED54960,Testamatta Bibi Graetz 2016,75cl,Red,Italy,Italy,9.0,125.0
HED57821,Gevrey Chambertin Bernard Dugat-Py 1995,75cl,Red,France,Burgundy,5.0,422.0
HED54838,Fontessa Prosecco Spumante Brut,75cl,White,Italy,Italy,25.0,10.0
HED58325,Leoville Barton Half 2018,37.5cl,Red,France,Bordeaux,20.0,47.0
HED58487,Mouton Rothschild 2019,75cl,Red,France,Bordeaux,10.0,750.0
HED79972,Kyro Pink Gin,50cl,Spirits,Finland,Gin,8.0,31.0
HED40140,Macallan 15 Year Old Double Cask,70cl,Spirits,Scotland,Whisky,29.0,145.0
HED40278,Errazuriz Las Pizarras Chardonnay 2018,75cl,White,Chile,Chile,8.0,68.30000305175781
HED31044,Chateauneuf du Pape Beaucastel 2009,75cl,Red,France,Southern Rhone,6.0,110.0
HED31222,Chablis Valmur William Fevre 2009,75cl,White,France,Burgundy,26.0,99.80000305175781
HED31594,Beauregard 2005,75cl,Red,France,Bordeaux,10.0,55.0
HED31676,Ruinart Brut,75cl,White,France,Champagne,334.0,56.0
HED40759,Aberlour 14 Year Old,70cl,Spirits,Scotland,Whisky,6.0,59.900001525878906
HED40818,Lakes Distillery Gin,70cl,Spirits,England,Gin,13.0,34.5
HED40821,Gosling`s Papa Seal,70cl,Spirits,Bermuda,Rum,5.0,160.0
HED25201,Chambolle Musigny Les Clos de L`Orme Sylvain Cathiard 2019,75cl,Red,France,Burgundy,3.0,360.0
HED33367,Leoville Poyferre 2003,75cl,Red,France,Bordeaux,9.0,202.0
HED33570,Carillon d`Angelus Half 2019,37.5cl,Red,France,Bordeaux,62.0,61.20000076293945
HED43005,Singleton 12 Year Old,70cl,Spirits,Scotland,Whisky,7.0,43.5
HED43093,Reisetbauer & Son 12 Year Old Single Malt Whisky,70cl,Spirits,Austria,Whisky,4.0,75.0
HED25715,Clos du Marquis 2020,75cl,Red,France,Bordeaux,32.0,69.80000305175781
HED33957,Liber Pater 2009,75cl,Red,France,Bordeaux,2.0,3900.0
HED34153,El Ixsir Red 2015,75cl,Red,Lebanon,Lebanon,5.0,96.69999694824219
HED26043,Le Petit Smith Haut Lafitte Half 2020,37.5cl,Red,France,Bordeaux,13.0,16.0
HED26091,Bonalgue Magnum 2020,150cl,Red,France,Bordeaux,10.0,72.0
HED34573,Casa Ferreirinha Castas Escondidas 2018,75cl,Red,Portugal,Portugal,7.0,45.70000076293945
HED26282,Umeshuya Premium Ginger Yuzu,72cl,Spirits,Japan,Sake,5.0,46.5
HED26286,Richard Brendon Classic Coupe Glass - Two Pack,0cl,Other,England,Glasses,2.0,85.0
HED26361,Kleine Zalze Family Reserve Sauvignon Blanc 2019,75cl,White,South Africa,South Africa,3.0,28.0
HED34680,Torbreck The Struie 2019,75cl,Red,Australia,Australia,8.0,48.099998474121094
HED34941,Te Whare Ra Gewurztraminer 2020,75cl,White,New Zealand,New Zealand,5.0,28.033334096272785
HED45318,Cimarron Blanco Tequila,70cl,Spirits,Mexico,Tequila,5.0,31.200000762939453
HED45320,ArteNOM Seleccion de 1579 Blanco,70cl,Spirits,Mexico,Tequila,4.0,61.5
HED45369,Glaswegin Original Gin,70cl,Spirits,Scotland,Gin,8.0,37.099998474121094
HED45478,Glen Grant 10 Year Old,70cl,Spirits,Scotland,Whisky,4.0,34.900001525878906
HED45482,Sipsmith Sipspresso Coffee Gin,70cl,Spirits,England,Gin,4.0,29.899999618530273
HED36217,Fontodi Vigna del Sorbo 2019,75cl,Red,Italy,Italy,5.0,80.80000305175781
HED36515,Nathan K. Pinot Noir 2019,75cl,Red,United States,USA,3.0,41.900001525878906
HED45635,Vecchio Magazzino Doganale Bergamotto Liqueur,70cl,Spirits,Italy,"Liqueurs, Bitters & Other",2.0,38.099998474121094
HED36769,Bourgogne Blanc Bachelet Monnot 2020,75cl,White,France,Burgundy,5.0,32.79999923706055
HED37056,Vacqueyras La Charbonniere 2019,75cl,Red,France,Southern Rhone,7.0,29.5
HED37193,De Sales 2015,75cl,Red,France,Bordeaux,66.0,28.0
HED37194,La Pointe 2015,75cl,Red,France,Bordeaux,38.0,50.0
HED37196,Les Fiefs de Lagrange 2015,75cl,Red,France,Bordeaux,26.0,30.0
HED37218,Gedeelte 23 Barbarossa 2020,75cl,Red,South Africa,South Africa,3.0,32.70000076293945
HED37454,Taittinger Comtes de Champagne Rose 2009,75cl,Rose,France,Champagne,3.0,248.0
HED45730,Kentucky Owl St. Patrick`s Day Edition,70cl,Spirits,United States,Whiskey,4.0,112.0
HED37675,Les Forts de Latour Half 2016,37.5cl,Red,France,Bordeaux,15.0,167.0
HED37801,Petit Vedrines 2001,75cl,White,France,Sauternes & Barsac,22.0,18.0
HED37867,Pinot Noir Edoardo Miroglio 2019,75cl,Red,Bulgaria,Bulgaria,8.0,19.899999618530273
HED37950,Duckhorn Merlot 2018,75cl,Red,United States,USA,9.0,60.20000076293945
HED37958,Clos de la Roche Domaine Dujac 2001,75cl,Red,France,Burgundy,7.0,2040.0
HED38270,Pol Roger Rose Vintage 2015,75cl,Rose,France,Champagne,5.0,94.9000015258789
HED38298,Domaine de Cambes 2002,75cl,Red,France,Bordeaux,21.0,39.900001525878906
HED38560,De Fargues 2009,75cl,White,France,Sauternes & Barsac,3.0,130.0
HED38605,Barolo Gramolere Fratelli Alessandria 2018,75cl,Red,Italy,Italy,3.0,77.9000015258789
HED38728,Taylor`s 50 Year Old Tawny,75cl,Red,Portugal,Port ,2.0,199.0
HED38850,Puligny Montrachet Clos de la Mouchere Henri Boillot 2020,75cl,White,France,Burgundy,25.0,270.0
HED39101,Clos de la Roche Vieilles Vignes Domaine Ponsot 2002,75cl,Red,France,Burgundy,14.0,575.0
HED46116,Don Julio Blanco,70cl,Spirits,Mexico,Tequila,13.0,53.900001525878906
HED39264,Aubert Russian River Pinot Noir 2020,75cl,Red,United States,USA,16.0,168.0
HED39377,Cornas Reynard Allemand 2018,75cl,Red,France,Northern Rhone,3.0,340.0
HED22578,Rosa Chiara La Scolca 2021,75cl,Rose,Italy,Italy,4.0,22.799999237060547
HED39573,Moone Tsai Napa Valley Chardonnay 2019,75cl,White,United States,USA,20.0,109.0
HED46226,Strathmill 25 Year Old (2014 Release),70cl,Spirits,Scotland,Whisky,5.0,259.0
HED22649,Braes Of Glenlivet 25 Year Old Secret Speyside,70cl,Spirits,Scotland,Whisky,4.0,370.0
HED46359,Hendrick`s Neptunia,70cl,Spirits,Scotland,Gin,4.0,35.900001525878906
HED22694,G4 108 Proof,75cl,Spirits,Mexico,Tequila,6.0,49.900001525878906
HED39709,Corton Charlemagne A F Gros 2020,75cl,White,France,Burgundy,14.0,354.0
HED22737,"The Wine Dictionary, Good Food and Good Wine - Victoria Moore",0cl,Other,England,Books,3.0,20.0
HED22744,Orin Swift Mercury Head 2019,75cl,Red,United States,USA,21.0,135.0
HED22771,Staritsky & Levitsky Distil  No. 9,70cl,Spirits,Ukraine,Vodka,12.0,30.0
HED39984,Louis Roederer Brut Nature Rose Philippe Starck 2015,75cl,Rose,France,Champagne,8.0,113.0
HED39993,Bourgogne Blanc Vincent Dancer 2018,75cl,White,France,Burgundy,15.0,75.0
HED90086,Favia Cerro Sur 2019,75cl,Red,United States,USA,30.0,255.0
HED22803,Crozes Hermitage Les Fees Brunes Colombo 2021,75cl,Red,France,Northern Rhone,3.0,27.950000762939453
HED90154,Sophenia Synthesis Malbec 2020,75cl,Red,Argentina,Argentina,11.0,38.5
HED90298,Crozes Hermitage Thalabert Jaboulet 2020,75cl,Red,France,Northern Rhone,12.0,32.099998474121094
HED46273,Tamdhu Cigar Malt II,70cl,Spirits,Scotland,Whisky,5.0,195.0
HED90627,Bourgogne Chardonnay Paul Pillot 2016,75cl,White,France,Burgundy,77.0,50.0
HED90645,Cote Rotie Cote Blonde Rostaing 2009,75cl,Red,France,Northern Rhone,7.0,250.0
HED90659,Talbot 2010,75cl,Red,France,Bordeaux,4.0,115.0
HED90681,Lamothe Bergeron 2015,75cl,Red,France,Bordeaux,211.0,16.0
HED90766,Paul Lato Cinematique Larner Vineyard Syrah 2007,75cl,Red,United States,USA,3.0,108.0
HED23105,Flechas de Los Andes Gran Malbec (Kosher) 2021,75cl,Red,Argentina,Argentina,2.0,37.5
HED91402,Charmes Chambertin Vieilles Vignes Bachelet 2002,75cl,Red,France,Burgundy,4.0,1100.0
HED46488,Masuizumi Junmai Daiginjo Henri Giraud 2019,75cl,Spirits,Japan,Sake,16.0,325.0
HED91857,Heritage Kosmos Gerard Bertrand 2020,75cl,Red,France,Regional France,9.0,26.799999237060547
HED91970,Clos de Vougeot Arnoux Lachaux 2014,75cl,Red,France,Burgundy,2.0,662.0
HED46525,Ocho Blanco,50cl,Spirits,Mexico,Tequila,31.0,27.0
HED23359,Chignin Bergeron Les Filles Gilles Berlioz 2021,75cl,White,France,Regional France,3.0,57.099998474121094
HED23373,Muscadet Clos de Noelles Excelsior Luneau-Papin 2020,75cl,White,France,Loire,4.0,42.70000076293945
HED92266,Egly Ouriet Tradition Brut Grand Cru,75cl,White,France,Champagne,18.0,105.0
HED92156,Puligny Montrachet Jean Charles Fagot 2021,75cl,White,France,Burgundy,11.0,82.0999984741211
HED23417,Apulia Extra Virgin Olive Oil,50cl,Other,Italy,Olive Oils,4.0,30.0
HED92419,Crystallum Clay Shales Chardonnay 2022,75cl,White,South Africa,South Africa,3.0,41.70000076293945
HED92438,Nuits St Georges Les Damodes Lecheneaut 2021,75cl,Red,France,Burgundy,2.0,108.0
HED92599,Gevrey Chambertin Benjamin Leroux 2021,75cl,Red,France,Burgundy,12.0,83.80000305175781
HED23508,Lugana Riserva Sergio Zenato 2020,75cl,White,Italy,Italy,8.0,47.900001525878906
HED46620,Buffalo Trace Kosher Rye Recipe Bourbon,70cl,Spirits,United States,Whiskey,13.0,40.0
HED39394,Bourgogne Rouge Les Grands Chaillots Thibault Liger Belair 2017,75cl,Red,France,Burgundy,12.0,30.600000381469727
HED39731,Mauro VS 2018,75cl,Red,Spain,Spain,9.0,75.0
HED22784,John Duval Eligo 2017,75cl,Red,Australia,Australia,2.0,79.69999694824219
HED46286,Takamaka Overproof Rum,70cl,Spirits,Seychelles,Rum,3.0,35.900001525878906
HED92082,Peter Michael L`Apres Midi Sauvignon Blanc 2021,75cl,White,United States,USA,29.0,112.0
HED92724,Moulin a Vent Philippe Pacalet 2018,75cl,Red,France,Burgundy,9.0,75.80000305175781
HED2971,Sanchez Romate Pedro Ximenez Cisneros Reserva,75cl,White,Spain,Sherry,5.0,37.70000076293945
HED3568,Pierre Ferrand Dry Curacao,70cl,Spirits,France,"Liqueurs, Bitters & Other",5.0,33.20000076293945
HED3673,Lafite Rothschild 2005,75cl,Red,France,Bordeaux,11.0,1100.0
HED5325,Bollinger Special Cuvee Magnum,150cl,White,France,Champagne,8.0,115.0
HED69408,Port Charlotte 10 Year Old,70cl,Spirits,Scotland,Whisky,6.0,54.20000076293945
HED61569,Lafite Rothschild 1988,75cl,Red,France,Bordeaux,2.0,748.0
HED0583,Margaux 2008,75cl,Red,France,Bordeaux,10.0,600.0
HED56373,Virginie de Valandraud Half 2018,37.5cl,Red,France,Bordeaux,100.0,22.0
HED59567,Pontet Canet Half 2019,37.5cl,Red,France,Bordeaux,77.0,43.0
HED25717,L`If 2020,75cl,Red,France,Bordeaux,11.0,215.0
HED25989,Palmer Alter Ego Half 2020,37.5cl,Red,France,Bordeaux,101.0,47.900001525878906
HED45754,Clase Azul Mezcal Guerrero,70cl,Spirits,Mexico,Mezcal,12.0,379.0
HED92986,Silver Oak Napa Valley 2018,75cl,Red,United States,USA,7.0,210.0
HED23579,Bressan Schioppettino 2017,75cl,Red,Italy,Italy,23.0,55.0
HED23583,Keermont Amphitheatre 2016,75cl,Red,South Africa,South Africa,3.0,54.0
HED23771,Convento dell`Annunciata Bellavista 2017,75cl,White,Italy,Italy,5.0,41.20000076293945
HED23772,La Rocca Soave Classico Pieropan 2021,75cl,White,Italy,Italy,11.0,33.70000076293945
HED23778,Etna Rosso Terre Nere 2021,75cl,Red,Italy,Italy,11.0,26.799999237060547
HED23928,Vosne Romanee Berthaut Gerbet 2021,75cl,Red,France,Burgundy,5.0,80.0
HED23954,Gres Arretxea 2020,75cl,White,France,Regional France,3.0,65.80000305175781
HED23972,Hirsch Gruner Veltliner Hirschvergnugen 2022,75cl,White,Austria,Austria,14.0,23.799999237060547
HED23991,Archineri Pietradolce 2021,75cl,White,Italy,Italy,6.0,56.400001525878906
HED93652,San Valentino Paolo Bea 2016,75cl,Red,Italy,Italy,4.0,67.80000305175781
HED24031,Kleine Zalze Family Reserve Chenin Blanc 2021,75cl,White,South Africa,South Africa,7.0,26.799999237060547
HED21151,Gozenshu Underdog 50 Hamazake Nama,72cl,Spirits,Japan,Sake,2.0,34.5
HED93736,Meursault Perrieres Robert Ampeau 2002,75cl,White,France,Burgundy,2.0,200.0
HED24054,Kistler Sonoma Coast Pinot Noir 2021,75cl,Red,United States,USA,39.0,105.0
HED24059,Kistler Les Noisetiers 2021,75cl,White,United States,USA,23.0,120.0
HED24081,Meerlust Pinot Noir 2021,75cl,Red,South Africa,South Africa,19.0,29.0
HED24098,Valpolicella Superiore La Giuva 2019,75cl,Red,Italy,Italy,10.0,35.400001525878906
HED24099,Framingham F Series Old Vine Riesling 2021,75cl,White,New Zealand,New Zealand,5.0,29.5
HED46739,Never Say Die Small Batch Bourbon,70cl,Spirits,United States,Whiskey,3.0,59.70000076293945
HED93860,De Wetshof Bateleur Chardonnay 2021,75cl,White,South Africa,South Africa,3.0,48.0
HED93929,Cote Rotie Ampodium Rostaing 2021,75cl,Red,France,Northern Rhone,14.0,70.0
HED46748,Domaine de Joy Vintage Armagnac 20cl 1994,20cl,Spirits,France,Armagnac,6.0,37.0
HED24167,281 Chateau Minuty 2022,75cl,Rose,France,Regional France,3.0,75.0
HED24184,Sancerre Jadis Henri Bourgeois 2020,75cl,White,France,Loire,6.0,61.67500019073486
HED24191,Viognier Les Vignes d`a Cote Cuilleron 2022,75cl,White,France,Northern Rhone,10.0,26.5
HED24207,Dog Point Chardonnay 2020,75cl,White,New Zealand,New Zealand,21.0,29.799999237060547
HED24231,Chateauneuf du Pape Tradition Royer 2020,75cl,Red,France,Southern Rhone,6.0,38.599998474121094
HED21178,Glenturret 7 Year Old Peat Smoked (2023 Release),70cl,Spirits,Scotland,Whisky,4.0,62.0
HED21159,Pomello Aperitif,70cl,Spirits,England,"Liqueurs, Bitters & Other",3.0,36.900001525878906
HED24242,Le Volte dell`Ornellaia Magnum 2021,150cl,Red,Italy,Italy,9.0,66.69999694824219
HED24276,Olio Extra Vergine d`Oliva Quintarelli 2022,75cl,Other,Italy,Olive Oils,14.0,50.0
HED24304,Chablis Montmains Laurent Tribut 2021,75cl,White,France,Burgundy,4.0,51.79999923706055
HED24333,Rotenberg Pinot Gris Zind Humbrecht 2020,75cl,White,France,Alsace,6.0,53.70000076293945
HED94252,Au Bon Climat Nuits Blanches au Bouge Chardonnay 2019,75cl,White,United States,USA,22.0,50.0
HED94332,Barolo La Serra Giovanni Rosso 2019,75cl,Red,Italy,Italy,4.0,67.0
HED94345,Vougeot Les Petits Vougeot Domaine Fourrier 2009,75cl,Red,France,Burgundy,5.0,400.0
HED94346,Gevrey Chambertin Armand Rousseau 2002,75cl,Red,France,Burgundy,9.0,800.0
HED94429,Chinon La Diablesse Chateau de Coulaine 2020,75cl,Red,France,Loire,3.0,33.900001525878906
HED94531,Artemis Karamolegos Ftelos 2020,75cl,White,Greece,Greece,2.0,90.0
HED94594,Sancerre Caillottes Francois Cotat 2022,75cl,White,France,Loire,19.0,45.0
HED94671,Il Rosato Nervi Conterno 2022,75cl,Rose,Italy,Italy,3.0,27.0
HED94672,La Tour de By 2009,75cl,Red,France,Bordeaux,6.0,35.0
HED24405,Cloudy Bay Chardonnay 2021,75cl,White,New Zealand,New Zealand,15.0,33.70000076293945
HED24409,Bereche Campania Remensis Rose 2019,75cl,Rose,France,Champagne,6.0,95.0
HED94691,Storm Ridge Pinot Noir 2021,75cl,Red,South Africa,South Africa,28.0,39.0
HED94693,Storm Ridge Chardonnay 2022,75cl,White,South Africa,South Africa,6.0,39.0
HED24414,Restless River Ava Marie Chardonnay 2020,75cl,White,South Africa,South Africa,6.0,47.099998474121094
HED24418,Deutz Brut Vintage 2016,75cl,White,France,Champagne,5.0,65.69999694824219
HED24422,Kumeu River Estate Chardonnay 2022,75cl,White,New Zealand,New Zealand,2.0,29.899999618530273
HED94699,Chacra Barda Pinot Noir 2021,75cl,Red,Argentina,Argentina,9.0,27.5
HED24429,Torres Priorat Salmos 2019,75cl,Red,Spain,Spain,2.0,28.299999237060547
HED24441,Bereche Rive Gauche Extra Brut 2019,75cl,White,France,Champagne,5.0,94.0
HED46841,Macallan Harmony Collection Amber Meadow,70cl,Spirits,Scotland,Whisky,42.0,165.0
HED95229,Domaine de Pellehaut Harmonie Blanc 2022,75cl,White,France,Regional France,92.0,8.5
HED21305,Jean-Luc Pasquet Le Cognac de Jean-Michel Lot 95,70cl,Spirits,France,Cognac,3.0,85.0
HED24505,Puligny Montrachet Les Champs Canet Jacques Carillon 2021,75cl,White,France,Burgundy,2.0,195.0
HED95492,Les Ormes de Pez 2002,75cl,Red,France,Bordeaux,2.0,40.0
HED24516,Zahel An Amphora Gemischter Satz 2021,75cl,White,Austria,Austria,10.0,31.0
HED24555,Branco Palace Hotel Bussaco 2018,75cl,White,Portugal,Portugal,9.0,103.0
HED95545,Leclerc Briant Abyss 2018,75cl,White,France,Champagne,11.0,160.0
HED24604,Te Mata Elston Chardonnay 2021,75cl,White,New Zealand,New Zealand,15.0,34.5
HED95637,Valpolicella Ripasso Classico Superiore Carlo Meroni 2018,75cl,Red,Italy,Italy,5.0,45.0
HED24616,Penfolds Yattarna V,75cl,White,Australia,Australia,2.0,580.0
HED95648,Cotes du Rhone Blanc Luminaris La Luminaille 2021,75cl,White,France,Southern Rhone,4.0,23.0
HED95684,Nino Negri Inferno 1973,75cl,Red,Italy,Italy,2.0,69.80000305175781
HED24682,Poggio al Tesoro Sondraia 2019,75cl,Red,Italy,Italy,11.0,95.0
HED24683,Racines Sta. Rita Hills Cuvee Chardonnay 2020,75cl,White,United States,USA,4.0,75.0
HED95773,Clos Vougeot Pierre Yves Masson 1985,75cl,Red,France,Burgundy,4.0,139.0
HED93264,Meursault Les Plures Lucien Le Moine 2021,75cl,White,France,Burgundy,11.0,235.0
HED23989,Primitivo di Manduria Masseria Altemura 2020,75cl,Red,Italy,Italy,2.0,28.399999618530273
HED93856,Kondoli Saperavi 2019,75cl,Red,Georgia,Georgia,5.0,22.399999618530273
HED94415,Barbera d`Alba Punset 2021,75cl,Red,Italy,Italy,3.0,25.200000762939453
HED24388,Egon Muller Wiltinger Braune Kupp Riesling Kabinett 2022,75cl,White,Germany,Germany,19.0,80.0
HED24727,Nyetimber Blanc de Blancs 2016,75cl,White,England,England,5.0,50.0
HED21431,Tierra Noble Exquisito Extra Anejo,70cl,Spirits,Mexico,Tequila,5.0,205.0
HED46984,Sazerac De Forge,75cl,Spirits,France,Cognac,2.0,131.5
HED95853,Vina Tondonia Rioja Reserva Tinto Lopez de Heredia Half 2010,37.5cl,Red,Spain,Spain,25.0,25.0
HED95855,Langoa Barton 1989,75cl,Red,France,Bordeaux,4.0,139.0
HED95865,Casa Rossa Sauvignon Blanc Miani 2021,75cl,White,Italy,Italy,15.0,125.0
HED24757,Clos Erasmus Laurel 2021,75cl,Red,Spain,Spain,3.0,54.0
HED95896,Wirsching Iphoefer Julius-Echter-Berg Silvaner GG 2019,75cl,White,Germany,Germany,7.0,49.79999923706055
HED24782,Zeno Alcohol Liberated Sparkling Wine,75cl,White,Spain,Non-Alcoholic Wines,10.0,11.989999771118164
HED24783,Zeno Alcohol Liberated Red 2022,75cl,Red,Spain,Non-Alcoholic Wines,9.0,10.899999618530273
HED24785,Ermita de San Gregorio Blanco Riserva Jesus Madrazo 2020,75cl,White,Spain,Spain,16.0,47.79999923706055
HED95933,Sauvignon Blanc Miani 2022,75cl,White,Italy,Italy,10.0,95.0
HED95983,Remirez de Ganuza Rioja Blanco 2020,75cl,White,Spain,Spain,4.0,39.900001525878906
HED24799,Baron de L Ladoucette 2020,75cl,White,France,Loire,64.0,71.0
HED47011,Dalmore 30 Year Old 2023 Limited Release,70cl,Spirits,Scotland,Whisky,11.0,4000.0
HED24806,Sauska Cuvee 113 2021,75cl,White,Hungary,Hungary,4.0,24.100000381469727
HED24810,J`Noon Red 2021,75cl,Red,India,India,6.0,49.5
HED96085,Chateauneuf du Pape Vieilles Vignes Grand Veneur 2007,75cl,Red,France,Southern Rhone,8.0,60.0
HED24828,Barolo Pio Cesare 2019,75cl,Red,Italy,Italy,11.0,68.0
HED96133,Pursued By Bear Cabernet Sauvignon 2020,75cl,Red,United States,USA,29.0,75.0
HED96139,Alheit Hemelrand Vine Garden 2022,75cl,White,South Africa,South Africa,5.0,40.0
HED96141,Alheit Hereafter Here 2022,75cl,White,South Africa,South Africa,28.0,30.0
HED24851,Thorne and Daughters Cat`s Cradle 2022,75cl,White,South Africa,South Africa,3.0,30.600000381469727
HED24854,Bellavista Saten 2018,75cl,White,Italy,Italy,10.0,60.599998474121094
HED24857,Rathfinny Rose 2019,75cl,Rose,England,England,7.0,38.70000076293945
HED96339,Chateauneuf du Pape Les Trois Sources Vieille Julienne 2010,75cl,Red,France,Southern Rhone,49.0,80.0
HED24888,Littorai B.A. Thieriot Vineyard Chardonnay 2021,75cl,White,United States,USA,6.0,125.0
HED24913,Lokaia The Sandman Chardonnay 2022,75cl,White,South Africa,South Africa,4.0,46.79999923706055
HED24921,Gunderloch Jean Baptiste Kabinett Riesling 2021,75cl,White,Germany,Germany,10.0,22.0
HED96522,Chateau Musar Magnum 1997,150cl,Red,Lebanon,Lebanon,3.0,220.0
HED24937,Ataraxia Whole Cluster Pinot Noir 2022,75cl,Red,South Africa,South Africa,11.0,58.099998474121094
HED24946,Mas Cristine Rouge 2020,75cl,Red,France,Regional France,6.0,25.799999237060547
HED96618,Grand Puy Lacoste 1993,75cl,Red,France,Bordeaux,3.0,76.0
HED96640,Clos de Vougeot Meo Camuzet 2002,75cl,Red,France,Burgundy,2.0,722.0
HED96672,Luis Canas Rioja Reserva Familia 1996,75cl,Red,Spain,Spain,11.0,32.79999923706055
HED96748,Smith Haut Lafitte Blanc 2001,75cl,White,France,Bordeaux,10.0,120.0
HED21654,George Dickel 13 Year Old Bottled in Bond,75cl,Spirits,United States,Whiskey,10.0,77.0
ZTAST462,Nyetimber Tasting - Monday 29th April 2024 - 18.30 - 20.30,0cl,Other,United Kingdom,Tastings & Events,11.0,75.0
HED24987,Greywacke Chardonnay 2015,75cl,White,New Zealand,New Zealand,11.0,45.0
HED96879,Nino Franco Prosecco Cartizze 2023,75cl,White,Italy,Italy,51.0,40.29999923706055
HED96888,Albarino Foudre Angel Sequeiros 2014,75cl,White,Spain,Spain,8.0,53.20000076293945
HED96893,Chinon Les Graves Fabrice Gasnier 2022,75cl,Red,France,Loire,4.0,20.299999237060547
HED26598,Liquid Farm White Hill Chardonnay 2022,75cl,White,United States,USA,10.0,61.79999923706055
HED97004,Taittinger Comtes de Champagne Magnum 2012,150cl,White,France,Champagne,5.0,350.0
HED83720,Aalto PS 1800cl 2011,1800cl,Red,Spain,Spain,2.0,2110.0
HED57399,Foursquare Sagacity,70cl,Spirits,Barbados,Rum,3.0,125.0
HED58510,Cocktail Mixing Spoon,0cl,OtherServing Accessories,10,9.4,,
HED58590,Plastic Picnic Wine Glass,0cl,OtherGlasses,14,6.4,,
HED47076,Kings County 7 Year Old Bottled in Bond,75cl,Spirits,United States,Whiskey,7.0,175.0
HED96599,Chateauneuf du Pape Julien Barrot Barroche 2009,75cl,Red,France,Southern Rhone,20.0,50.0
HED96899,I Vigneri Rosso 2022,75cl,Red,Italy,Italy,6.0,38.0
HED97094,Gevrey Chambertin Premier Cru Mes Favorites Vieilles Vignes Alain Burguet 2009,75cl,Red,France,Burgundy,9.0,100.0
HED64011,1792 Full Proof,75cl,Spirits,United States,Whiskey,2.0,70.0
HED45636,Foursquare Indelible,70cl,Spirits,Barbados,Rum,2.0,105.0
HED37582,Fleurie La Madone Famille Dutraive 2018,75cl,Red,France,Burgundy,4.0,40.900001525878906
HED39074,Chambolle Musigny de Vogue 1995,75cl,Red,France,Burgundy,2.0,575.0
HED23348,De Wetshof The Site Chardonnay 2019,75cl,White,South Africa,South Africa,2.0,37.599998474121094
HED92420,Crystallum The Agnes Chardonnay 2022,75cl,White,South Africa,South Africa,2.0,32.099998474121094
HED92542,Bourgogne Blanc Bachelet Monnot 2021,75cl,White,France,Burgundy,2.0,33.900001525878906
HED46621,Buffalo Trace Kosher Wheat Recipe Bourbon,70cl,Spirits,United States,Whiskey,3.0,45.0
HED24374,Laura Aschero Pigato 2022,75cl,White,Italy,Italy,5.0,41.70000076293945
HED00097,Dalmore Luminary No.2 2024 Edition `The Collectible`,70cl,Spirits,Scotland,Whisky,139.0,275.0
HED63865,Cocktail Elephant Jigger,0cl,OtherServing Accessories,6,19.9,,
HED65109,Taylor`s Vintage 1983,75cl,Red,Portugal,Port ,11.0,65.0
HED58586,Climens Half 2007,37.5cl,White,France,Sauternes & Barsac,5.0,50.0
HED45664,Springbank 25 Year Old 2022 Release,70cl,Spirits,Scotland,Whisky,2.0,1895.0
HED96828,Penfolds Grange By Nigo 2019,75cl,Red,Australia,Australia,6.0,750.0
HED21666,Fuenteseca Extra Anejo Reserva 9 Year Old 2011,75cl,Spirits,Mexico,Tequila,2.0,370.0
HED93052,Meursault Clos St Felix Michelot 2021,75cl,White,France,Burgundy,47.0,70.0
HED24109,Luke Lambert Nebbiolo 2021,75cl,Red,Australia,Australia,6.0,54.70000076293945
HED46782,Don Julio 70 Anejo Cristallino,70cl,Spirits,Mexico,Tequila,3.0,97.9000015258789
HED0017,Baron Rothschild Lafite Tres Vieille Reserve,70cl,Spirits,France,Cognac,2.0,1350.0
HED0440,Lafite Rothschild 1982,75cl,Red,France,Bordeaux,13.0,3348.0
HED0448,Lafite Rothschild 2000,75cl,Red,France,Bordeaux,8.0,1900.0
HED10471,Shochikubai Shirakabegura Mio Sparkling Sake,30cl,Spirits,Japan,Sake,15.0,12.100000381469727
HED10506,St Germain Elderflower Liqueur,70cl,Spirits,France,"Liqueurs, Bitters & Other",9.0,31.600000381469727
HED1618,Ornellaia 2001,75cl,Red,Italy,Italy,8.0,380.0
HED20027,La Tache DRC 2010,75cl,Red,France,Burgundy,4.0,6900.0
HED2313,Yquem Half 2001,37.5cl,White,France,Sauternes & Barsac,2.0,310.0
HED2644,Sine Qua Non Heart Chorea Syrah 2002,75cl,Red,United States,USA,2.0,2575.0
HED3150,Patron Reposado,70cl,Spirits,Mexico,Tequila,23.0,55.0
HED3151,Patron Silver,70cl,Spirits,Mexico,Tequila,18.0,50.400001525878906
HED3173,Dalmore 15 Year Old,70cl,Spirits,Scotland,Whisky,27.0,103.0
